"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"中高英文法を10時間で！マジグラ","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Jeremstar box","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"病みカワカメラ","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"不思議雑貨店ローズ ～ほのぼの再建記～","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"脱出ゲーム　Cottage","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Kaiser 64","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"擬人缶～俺のペットが少女になった～","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"霸王卧龙传","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"烈焰王座HD - 卡牌与挂机结合的养成放置游戏","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"You hate me? わたしのこと きらい？","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"ブラックバイトはじめました。２　～居酒屋編～","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Todrick","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Frantic Ball","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"ぷちドラシル 〜ゆるドラ外伝〜","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"求生无限 - 无限流生存挑战大冒险","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Ducky Fuzz","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Dark Money-無料のお金稼ぎギャンブルゲーム-","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"ねこみっけ - おもしろい人気無料ゲーム","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"脱出ゲーム　ぼくのおねがいきいて","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"脱出ゲーム　Night Room","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"parkOmator – for Apple Watch meter expiration timer, notifications & GPS navigator to car location","0.99","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"大话问仙 - 与众不同的萌派仙侠回合游戏体验(送神器)","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"僕の彼女は浮気なんかしない","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"大挂西游 - 降魔之路官方正版","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"謎解き ジェスチャーゲーム - 何してる？","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"おかんからのメッセ - ほのぼの謎解きゲーム","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"DelusionCreatureGacha","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"SLAAAASH ! -Cut and Smash ! refreshing Puzzle-","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"注文の多いブサ猫軒","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"街机格斗王","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"ぼっちでもリア充になれる奇跡のアプリ。〜恋する缶づめ。〜","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"脱出ゲーム KOTATSU","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Smart Matches ~ Puzzles with Matchsticks","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"美播 - 玩不尽的真人游戏","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Bike Race Level 100","0.00","1","5.0","$330,000.00","$142,000.00","$188,000.00"
"Geometry Dash","1.99","266440","5.0","$330,000.00","$151,900.00","$178,100.00"
"The Room Two","1.99","36809","5.0","$330,000.00","$151,900.00","$178,100.00"
"Deemo","1.99","15855","5.0","$330,000.00","$151,900.00","$178,100.00"
"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast","1.99","15809","5.0","$330,000.00","$151,900.00","$178,100.00"
"Cytus","1.99","7925","5.0","$330,000.00","$151,900.00","$178,100.00"
"Super Sharp","1.99","7776","5.0","$330,000.00","$151,900.00","$178,100.00"
"Rocket Video for Google Cast and Chromecast to TV","1.99","4806","5.0","$330,000.00","$151,900.00","$178,100.00"
"Tap the Frog","1.99","4802","5.0","$330,000.00","$151,900.00","$178,100.00"
"J23 - Jordan Release Dates and History","1.99","3775","5.0","$330,000.00","$151,900.00","$178,100.00"
"Zip—Zap","1.99","3711","5.0","$330,000.00","$151,900.00","$178,100.00"
"Runtastic Push Ups PRO: Workouts, Trainer, Counter","1.99","3434","5.0","$330,000.00","$151,900.00","$178,100.00"
"Knots 3D","1.99","3196","5.0","$330,000.00","$151,900.00","$178,100.00"
"e-Sword LT: Bible Study on the Go","1.99","2152","5.0","$330,000.00","$151,900.00","$178,100.00"
"Forest: Stay focused, be present","1.99","1869","5.0","$330,000.00","$151,900.00","$178,100.00"
"The 7 Second Challenge","1.99","1838","5.0","$330,000.00","$151,900.00","$178,100.00"
"Mindfulness Daily","1.99","1245","5.0","$330,000.00","$151,900.00","$178,100.00"
"Runtastic Squats PRO – Workouts, Trainer & Counter","1.99","1186","5.0","$330,000.00","$151,900.00","$178,100.00"
"Pumped: BMX","1.99","1164","5.0","$330,000.00","$151,900.00","$178,100.00"
"Louvre HD","1.99","1129","5.0","$330,000.00","$151,900.00","$178,100.00"
"Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds","1.99","1079","5.0","$330,000.00","$151,900.00","$178,100.00"
"Justmoji","1.99","914","5.0","$330,000.00","$151,900.00","$178,100.00"
"Able Black","1.99","876","5.0","$330,000.00","$151,900.00","$178,100.00"
"Oh She Glows - Healthy Plant-Based Recipes","1.99","764","5.0","$330,000.00","$151,900.00","$178,100.00"
"Beat Stomper","1.99","646","5.0","$330,000.00","$151,900.00","$178,100.00"
"CCW – Concealed Carry 50 State Guide","1.99","644","5.0","$330,000.00","$151,900.00","$178,100.00"
"Frax HD - The First Realtime Immersive Fractals","1.99","298","5.0","$330,000.00","$151,900.00","$178,100.00"
"Rusty Lake Hotel","1.99","235","5.0","$330,000.00","$151,900.00","$178,100.00"
"MacMoji ™  by Conor McGregor","1.99","223","5.0","$330,000.00","$151,900.00","$178,100.00"
"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules","1.99","113","5.0","$330,000.00","$151,900.00","$178,100.00"
"Circa Infinity","1.99","56","5.0","$330,000.00","$151,900.00","$178,100.00"
"Lanota","1.99","55","5.0","$330,000.00","$151,900.00","$178,100.00"
"Boston GameDay Radio for Live New England Sports, News, and Music – Patriots and Celtics Edition","1.99","54","5.0","$330,000.00","$151,900.00","$178,100.00"
"Dierks Bentley Lyric Keyboard + Emojis","1.99","41","5.0","$330,000.00","$151,900.00","$178,100.00"
"Kurumaki Calendar -month scroll calendar-","1.99","34","5.0","$330,000.00","$151,900.00","$178,100.00"
"Steelers Live GameDay Nation Radio - Pittsburgh Football & Sports App Edition","1.99","32","5.0","$330,000.00","$151,900.00","$178,100.00"
"Seattle GameDay Sports Radio – Seahawks and Mariners Edition","1.99","31","5.0","$330,000.00","$151,900.00","$178,100.00"
"Speedafari – Speed Up Safari on Slow Connections","1.99","28","5.0","$330,000.00","$151,900.00","$178,100.00"
"Puzzlepops!","1.99","19","5.0","$330,000.00","$151,900.00","$178,100.00"
"DreamWorks Friends - get ready for the day!","1.99","17","5.0","$330,000.00","$151,900.00","$178,100.00"
"Flood of Light","1.99","14","5.0","$330,000.00","$151,900.00","$178,100.00"
"Snowball!!","1.99","13","5.0","$330,000.00","$151,900.00","$178,100.00"
"CR7Selfie","1.99","12","5.0","$330,000.00","$151,900.00","$178,100.00"
"BlockyTime - Track your time no need to Start/Stop","1.99","9","5.0","$330,000.00","$151,900.00","$178,100.00"
"MOJI TALK by DJ Khaled","1.99","8","5.0","$330,000.00","$151,900.00","$178,100.00"
"Halloween Makeover: Spa, Makeup & Dressup Salon","1.99","7","5.0","$330,000.00","$151,900.00","$178,100.00"
"Akuarella","1.99","7","5.0","$330,000.00","$151,900.00","$178,100.00"
"Figure Skater - Girls Makeup & Dressup Salon Game","1.99","6","5.0","$330,000.00","$151,900.00","$178,100.00"
"Civil War: 1861","1.99","6","5.0","$330,000.00","$151,900.00","$178,100.00"
"Comblosion","1.99","4","5.0","$330,000.00","$151,900.00","$178,100.00"
"Wavemoji","1.99","3","5.0","$330,000.00","$151,900.00","$178,100.00"
"The Snowman & The Snowdog Game","1.99","3","5.0","$330,000.00","$151,900.00","$178,100.00"
"我的密码-极简账号备忘录，安全记录管家","1.99","2","5.0","$330,000.00","$151,900.00","$178,100.00"
"Timeshare+","1.99","1","5.0","$330,000.00","$151,900.00","$178,100.00"
"Advent Magnificat Companion 2016","1.99","1","5.0","$330,000.00","$151,900.00","$178,100.00"
"ContactsBook for iPad","1.99","1","5.0","$330,000.00","$151,900.00","$178,100.00"
"Instagram","0.00","2161558","4.5","$300,000.00","$130,000.00","$170,000.00"
"Clash of Clans","0.00","2130805","4.5","$300,000.00","$130,000.00","$170,000.00"
"Temple Run","0.00","1724546","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pinterest","0.00","1061624","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bible","0.00","985920","4.5","$300,000.00","$130,000.00","$170,000.00"
"Candy Crush Saga","0.00","961794","4.5","$300,000.00","$130,000.00","$170,000.00"
"Spotify Music","0.00","878563","4.5","$300,000.00","$130,000.00","$170,000.00"
"Angry Birds","0.00","824451","4.5","$300,000.00","$130,000.00","$170,000.00"
"Subway Surfers","0.00","706110","4.5","$300,000.00","$130,000.00","$170,000.00"
"Solitaire","0.00","679055","4.5","$300,000.00","$130,000.00","$170,000.00"
"CSR Racing","0.00","677247","4.5","$300,000.00","$130,000.00","$170,000.00"
"Crossy Road - Endless Arcade Hopper","0.00","669079","4.5","$300,000.00","$130,000.00","$170,000.00"
"Injustice: Gods Among Us","0.00","612532","4.5","$300,000.00","$130,000.00","$170,000.00"
"Hay Day","0.00","567344","4.5","$300,000.00","$130,000.00","$170,000.00"
"Clear Vision (17+)","0.99","541693","4.5","$300,000.00","$130,000.00","$170,000.00"
"Calorie Counter & Diet Tracker by MyFitnessPal","0.00","507706","4.5","$300,000.00","$130,000.00","$170,000.00"
"DragonVale","0.00","503230","4.5","$300,000.00","$130,000.00","$170,000.00"
"Despicable Me: Minion Rush","0.00","464312","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Sims™ FreePlay","0.00","446880","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sonic Dash","0.00","418033","4.5","$300,000.00","$130,000.00","$170,000.00"
"Groupon - Deals, Coupons & Discount Shopping App","0.00","417779","4.5","$300,000.00","$130,000.00","$170,000.00"
"8 Ball Pool™","0.00","416736","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tiny Tower - Free City Building","0.00","414803","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jetpack Joyride","0.00","405647","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bike Race - Top Motorcycle Racing Games","0.00","405007","4.5","$300,000.00","$130,000.00","$170,000.00"
"Kim Kardashian: Hollywood","0.00","397730","4.5","$300,000.00","$130,000.00","$170,000.00"
"Doodle Jump","0.99","395261","4.5","$300,000.00","$130,000.00","$170,000.00"
"Trivia Crack","0.00","393469","4.5","$300,000.00","$130,000.00","$170,000.00"
"WordBrain","0.00","391401","4.5","$300,000.00","$130,000.00","$170,000.00"
"Flow Free","0.00","373857","4.5","$300,000.00","$130,000.00","$170,000.00"
"▻Sudoku","0.00","359832","4.5","$300,000.00","$130,000.00","$170,000.00"
"Waze - GPS Navigation, Maps & Real-time Traffic","0.00","345046","4.5","$300,000.00","$130,000.00","$170,000.00"
"Zillow Real Estate - Homes for Sale & for Rent","0.00","342969","4.5","$300,000.00","$130,000.00","$170,000.00"
"Fruit Ninja®","0.00","327025","4.5","$300,000.00","$130,000.00","$170,000.00"
"Starbucks","0.00","303856","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pixel Gun 3D","0.00","301182","4.5","$300,000.00","$130,000.00","$170,000.00"
"Temple Run 2","0.00","295211","4.5","$300,000.00","$130,000.00","$170,000.00"
"My Horse","0.00","293857","4.5","$300,000.00","$130,000.00","$170,000.00"
"WhatsApp Messenger","0.00","287589","4.5","$300,000.00","$130,000.00","$170,000.00"
"Word Cookies!","0.00","287095","4.5","$300,000.00","$130,000.00","$170,000.00"
"Dragon City Mobile","0.00","277268","4.5","$300,000.00","$130,000.00","$170,000.00"
"Plants vs. Zombies™ 2","0.00","267394","4.5","$300,000.00","$130,000.00","$170,000.00"
"Clash Royale","0.00","266921","4.5","$300,000.00","$130,000.00","$170,000.00"
"Star Wars™: Commander","0.00","253448","4.5","$300,000.00","$130,000.00","$170,000.00"
"Colorfy: Coloring Book for Adults","0.00","247809","4.5","$300,000.00","$130,000.00","$170,000.00"
"Boom Beach","0.00","241929","4.5","$300,000.00","$130,000.00","$170,000.00"
"MARVEL Contest of Champions","0.00","233599","4.5","$300,000.00","$130,000.00","$170,000.00"
"Chase Mobile℠","0.00","233270","4.5","$300,000.00","$130,000.00","$170,000.00"
"MADDEN NFL Mobile","0.00","230289","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tiny Wings","0.99","219418","4.5","$300,000.00","$130,000.00","$170,000.00"
"Can You Escape","0.00","218024","4.5","$300,000.00","$130,000.00","$170,000.00"
"Fallout Shelter","0.00","199396","4.5","$300,000.00","$130,000.00","$170,000.00"
"SimCity BuildIt","0.00","198338","4.5","$300,000.00","$130,000.00","$170,000.00"
"Real Basketball","0.00","198050","4.5","$300,000.00","$130,000.00","$170,000.00"
"Asphalt 8: Airborne","0.00","188568","4.5","$300,000.00","$130,000.00","$170,000.00"
"Magic Jigsaw Puzzles","0.00","187666","4.5","$300,000.00","$130,000.00","$170,000.00"
"Farm Heroes Saga","0.00","187579","4.5","$300,000.00","$130,000.00","$170,000.00"
"ROBLOX","0.00","183621","4.5","$300,000.00","$130,000.00","$170,000.00"
"IMDb Movies & TV - Trailers and Showtimes","0.00","183425","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bejeweled Classic","0.00","183259","4.5","$300,000.00","$130,000.00","$170,000.00"
"AdVenture Capitalist","0.00","181359","4.5","$300,000.00","$130,000.00","$170,000.00"
"Call of Duty®: Heroes","0.00","179416","4.5","$300,000.00","$130,000.00","$170,000.00"
"Deer Hunter Classic","0.00","179111","4.5","$300,000.00","$130,000.00","$170,000.00"
"ooVoo – Free Video Call, Text and Voice","0.00","177501","4.5","$300,000.00","$130,000.00","$170,000.00"
"Agar.io","0.00","176514","4.5","$300,000.00","$130,000.00","$170,000.00"
"Piano Tiles (Don't Tap The White Tile)","0.00","172686","4.5","$300,000.00","$130,000.00","$170,000.00"
"Angry Birds Rio","0.00","170843","4.5","$300,000.00","$130,000.00","$170,000.00"
"Real Racing 3","0.00","164483","4.5","$300,000.00","$130,000.00","$170,000.00"
"Highway Rider","0.00","164377","4.5","$300,000.00","$130,000.00","$170,000.00"
"Viber Messenger – Text & Call","0.00","164249","4.5","$300,000.00","$130,000.00","$170,000.00"
"Duolingo - Learn Spanish, French and more","0.00","162701","4.5","$300,000.00","$130,000.00","$170,000.00"
"Words with Friends – Best Word Game","0.00","160668","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bowmasters - Top Multiplayer Bowman Archery Game","0.00","159323","4.5","$300,000.00","$130,000.00","$170,000.00"
"aa","0.00","158845","4.5","$300,000.00","$130,000.00","$170,000.00"
"2048","0.00","157882","4.5","$300,000.00","$130,000.00","$170,000.00"
"Episode - Choose Your Story","0.00","155903","4.5","$300,000.00","$130,000.00","$170,000.00"
"Google Maps - Navigation & Transit","0.00","154911","4.5","$300,000.00","$130,000.00","$170,000.00"
"Infinity Blade II","0.99","153588","4.5","$300,000.00","$130,000.00","$170,000.00"
"Dumb Ways to Die","0.00","151559","4.5","$300,000.00","$130,000.00","$170,000.00"
"MyRadar NOAA Weather Radar Forecast","0.00","150158","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jurassic World™: The Game","0.00","149138","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Masters Tournament","0.00","148160","4.5","$300,000.00","$130,000.00","$170,000.00"
"GasBuddy","0.00","145549","4.5","$300,000.00","$130,000.00","$170,000.00"
"Color Switch","0.00","145043","4.5","$300,000.00","$130,000.00","$170,000.00"
"Plague Inc.","0.99","143285","4.5","$300,000.00","$130,000.00","$170,000.00"
"Wish - Shopping Made Fun","0.00","141960","4.5","$300,000.00","$130,000.00","$170,000.00"
"Racing Penguin Free - Top Flying and Diving Game","0.00","141224","4.5","$300,000.00","$130,000.00","$170,000.00"
"Two Dots","0.00","139486","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jigsaw Puzzle","0.00","138726","4.5","$300,000.00","$130,000.00","$170,000.00"
"Summoners War","0.00","137122","4.5","$300,000.00","$130,000.00","$170,000.00"
"Candy Crush Soda Saga","0.00","133394","4.5","$300,000.00","$130,000.00","$170,000.00"
"Magic Piano by Smule","0.00","131695","4.5","$300,000.00","$130,000.00","$170,000.00"
"shopkick - Shopping Rewards & Discounts","0.00","130823","4.5","$300,000.00","$130,000.00","$170,000.00"
"My Singing Monsters","0.00","130519","4.5","$300,000.00","$130,000.00","$170,000.00"
"Spider Solitaire Free by MobilityWare","0.00","128739","4.5","$300,000.00","$130,000.00","$170,000.00"
"My Verizon","0.00","126948","4.5","$300,000.00","$130,000.00","$170,000.00"
"Smash Hit","0.00","126233","4.5","$300,000.00","$130,000.00","$170,000.00"
"▻Solitaire","0.00","124618","4.5","$300,000.00","$130,000.00","$170,000.00"
"My Talking Tom","0.00","123859","4.5","$300,000.00","$130,000.00","$170,000.00"
"Funimate video editor: add cool effects to videos","0.00","123268","4.5","$300,000.00","$130,000.00","$170,000.00"
"Clumsy Ninja","0.00","123032","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tetris® Blitz","0.00","122868","4.5","$300,000.00","$130,000.00","$170,000.00"
"Star Wars™: Galaxy of Heroes","0.00","122260","4.5","$300,000.00","$130,000.00","$170,000.00"
